id,phrase,level,main_category,sub_category
9405,grab a seat,B1,Health_Medicine,Healthcare_Hospital
9406,grab a snack,B1,Daily_Life,General_Interactions
9407,gracious,B1,Daily_Life,General_Interactions
9408,gradation,B1,Daily_Life,General_Interactions
9409,grading,B1,Daily_Life,General_Interactions
9410,graduate from university,B1,Education,University_School
9411,graduated,B1,Education,Academic_Study
9412,graft,B1,Daily_Life,General_Interactions
9413,grafts,B1,Daily_Life,General_Interactions
9414,grain,B1,Technology_Digital,Artificial_Intelligence
9415,grammar,B1,Communication_Media_Arts,Writing_Language
9416,grams,B1,Daily_Life,General_Interactions
9417,grand,B1,Daily_Life,General_Interactions
9418,grandchildren,B1,Daily_Life,General_Interactions
9419,grandfather,B1,Daily_Life,General_Interactions
9420,grandiloquent,B1,Daily_Life,General_Interactions
9421,grandiose,B1,Daily_Life,General_Interactions
9422,grandmother,B1,Daily_Life,General_Interactions
9423,grant permission,B1,Daily_Life,General_Interactions
9424,grap a seat,B1,Health_Medicine,Healthcare_Hospital
9425,graphic,B1,Daily_Life,General_Interactions
9426,grasp,B1,Daily_Life,General_Interactions
9427,grasp the importance of,B1,Daily_Life,General_Interactions
9428,grasp the of importance,B1,Daily_Life,General_Interactions
9429,grassland,B1,Daily_Life,General_Interactions
9430,grateful,B1,Business_Finance_Economy,Economy_Markets
9431,gratify,B1,Daily_Life,General_Interactions
9432,gratis,B1,Daily_Life,General_Interactions
9433,gratuitous,B1,Daily_Life,General_Interactions
9434,grave,B1,Daily_Life,General_Interactions
9435,grave danger,B1,Daily_Life,General_Interactions
9436,gravel,B1,Daily_Life,General_Interactions
9437,gravitational,B1,Daily_Life,General_Interactions
9438,gravity,B1,Daily_Life,General_Interactions
9439,grazing,B1,Daily_Life,General_Interactions
9440,grease,B1,Daily_Life,General_Interactions
9441,great,B1,Health_Medicine,Healthcare_Hospital
9442,great significance,B1,Health_Medicine,Healthcare_Hospital
9443,great-grandchildren,B1,Health_Medicine,Healthcare_Hospital
9444,greater,B1,Health_Medicine,Healthcare_Hospital
9445,greatest,B1,Education,Exams_Assessments
9446,greatly appreciate,B1,Health_Medicine,Healthcare_Hospital
9447,greatly influence,B1,Health_Medicine,Healthcare_Hospital
9448,greece,B1,Daily_Life,General_Interactions
9449,greener,B1,Science_Nature,Environment_Ecology
9450,greenhouse,B1,Science_Nature,Environment_Ecology
9451,gregarious,B1,Daily_Life,General_Interactions
9452,grew,B1,Daily_Life,General_Interactions
9453,grid,B1,Daily_Life,General_Interactions
9454,grievance,B1,Daily_Life,General_Interactions
9455,grievous,B1,Daily_Life,General_Interactions
9456,grill,B1,Health_Medicine,Healthcare_Hospital
9457,grim,B1,Daily_Life,General_Interactions
9458,grimace,B1,Daily_Life,General_Interactions
9459,grind,B1,Daily_Life,General_Interactions
9460,gripe,B1,Daily_Life,General_Interactions
9461,gripped,B1,Daily_Life,General_Interactions
9462,grisly,B1,Daily_Life,General_Interactions
9463,groceries,B1,Daily_Life,General_Interactions
9464,grocery,B1,Daily_Life,General_Interactions
9465,groom,B1,Daily_Life,Home_Housing
9466,groove,B1,Daily_Life,General_Interactions
9467,gross,B1,Daily_Life,General_Interactions
9468,ground,B1,Daily_Life,General_Interactions
9469,groundbreaking,B1,Daily_Life,General_Interactions
9470,groundless,B1,Daily_Life,General_Interactions
9471,grounds,B1,Daily_Life,General_Interactions
9472,grounds for complaint,B1,Technology_Digital,Artificial_Intelligence
9473,groundwork,B1,Business_Finance_Economy,Jobs_Careers
9474,group,B1,Daily_Life,General_Interactions
9475,grouse,B1,Daily_Life,General_Interactions
9476,grovel,B1,Daily_Life,General_Interactions
9477,grow,B1,Daily_Life,General_Interactions
9478,growing,B1,Daily_Life,General_Interactions
9479,growing disparity,B1,Daily_Life,General_Interactions
9480,grown,B1,Daily_Life,General_Interactions
9481,growth,B1,Daily_Life,General_Interactions
9482,grudge,B1,Daily_Life,General_Interactions
9483,grudging,B1,Daily_Life,General_Interactions
9484,grueling,B1,Daily_Life,General_Interactions
9485,gruesome,B1,Daily_Life,General_Interactions
9486,gruff,B1,Daily_Life,General_Interactions
9487,gruff exterior,B1,Daily_Life,General_Interactions
9488,gruff voice,B1,Communication_Media_Arts,Speaking_Expressions
9489,grumble,B1,Daily_Life,General_Interactions
9490,grumpy old man,B1,Daily_Life,General_Interactions
9491,grunt,B1,Daily_Life,General_Interactions
9492,grunted,B1,Daily_Life,General_Interactions
9493,guard,B1,Daily_Life,General_Interactions
9494,guarding,B1,Daily_Life,General_Interactions
9495,guerrilla marketing,B1,Business_Finance_Economy,Economy_Markets
9496,guessed,B1,Daily_Life,General_Interactions
9497,guessing,B1,Communication_Media_Arts,Speaking_Expressions
9498,guidance,B1,Communication_Media_Arts,Arts_Creativity
9499,guide,B1,Travel_Transportation,Navigation_Directions
9500,guided,B1,Travel_Transportation,Navigation_Directions
9501,guiding,B1,Daily_Life,General_Interactions
9502,guile,B1,Daily_Life,General_Interactions
9503,guileless,B1,Daily_Life,General_Interactions
9504,guise,B1,Daily_Life,General_Interactions
9505,gullible,B1,Daily_Life,General_Interactions
9506,gun,B1,Daily_Life,General_Interactions
9507,gusto,B1,Daily_Life,General_Interactions
9508,guttural,B1,Daily_Life,General_Interactions
9509,habit,B1,Psychology_Emotions,Behavior
9510,habitability,B1,Education,Learning_Skills
9511,habitat,B1,Psychology_Emotions,Behavior
9512,habitats,B1,Psychology_Emotions,Behavior
9513,habits,B1,Psychology_Emotions,Behavior
9514,hackneyed,B1,Daily_Life,General_Interactions
9515,haiku,B1,Technology_Digital,Artificial_Intelligence
9516,hail a taxi,B1,Technology_Digital,Artificial_Intelligence
9517,hair,B1,Technology_Digital,Artificial_Intelligence
9518,hairline,B1,Technology_Digital,Artificial_Intelligence
9519,hale,B1,Daily_Life,General_Interactions
9520,half,B1,Daily_Life,General_Interactions
9521,halfway,B1,Daily_Life,General_Interactions
9522,hall,B1,Daily_Life,General_Interactions
9523,hallmark,B1,Daily_Life,General_Interactions
9524,hallowed,B1,Daily_Life,General_Interactions
9525,hallucination,B1,Daily_Life,General_Interactions
9526,halt production,B1,Daily_Life,Shopping_Everyday
9527,halted,B1,Daily_Life,General_Interactions
9528,hamper,B1,Daily_Life,General_Interactions
9529,hand,B1,Daily_Life,General_Interactions
9530,hand in assignments,B1,Daily_Life,General_Interactions
9531,hand in your resignation,B1,Business_Finance_Economy,Jobs_Careers
9532,handed,B1,Daily_Life,General_Interactions
9533,handful,B1,Daily_Life,General_Interactions
9534,handle a complaint,B1,Technology_Digital,Artificial_Intelligence
9535,handle a difficult situation,B1,Daily_Life,General_Interactions
9536,handled,B1,Daily_Life,General_Interactions
9537,handwritten,B1,Daily_Life,General_Interactions
9538,handy,B1,Daily_Life,General_Interactions
9539,hang,B1,Daily_Life,General_Interactions
9540,hanging,B1,Daily_Life,General_Interactions
9541,haphazard,B1,Daily_Life,General_Interactions
9542,hapless,B1,Daily_Life,General_Interactions
9543,happened,B1,Technology_Digital,Software_Internet
9544,happening,B1,Technology_Digital,Software_Internet
9545,happier,B1,Technology_Digital,Software_Internet
9546,happy,B1,Psychology_Emotions,Feelings_Emotions
9547,haptic,B1,Daily_Life,General_Interactions
9548,harangue,B1,Daily_Life,General_Interactions
9549,harass,B1,Daily_Life,General_Interactions
9550,harbinger,B1,Daily_Life,General_Interactions
9551,harbour,B1,Daily_Life,General_Interactions
9552,hard,B1,Daily_Life,General_Interactions
9553,hard slog,B1,Daily_Life,General_Interactions
9554,hardness,B1,Daily_Life,General_Interactions
9555,hardship,B1,Daily_Life,General_Interactions
9556,hardware,B1,Technology_Digital,Devices_Hardware
9557,hardwood,B1,Daily_Life,General_Interactions
9558,hardy,B1,Daily_Life,General_Interactions
9559,harebrained scheme,B1,Technology_Digital,Artificial_Intelligence
9560,harm,B1,Daily_Life,General_Interactions
9561,harmed,B1,Daily_Life,General_Interactions
9562,harmful to the environment,B1,Science_Nature,Environment_Ecology
9563,harming,B1,Daily_Life,General_Interactions
9564,harmony,B1,Daily_Life,General_Interactions
9565,harness,B1,Daily_Life,General_Interactions
9566,harness technology,B1,Technology_Digital,Software_Internet
9567,harnessing,B1,Communication_Media_Arts,Speaking_Expressions
9568,harping,B1,Daily_Life,General_Interactions
9569,harridan,B1,Daily_Life,General_Interactions
9570,harrow,B1,Daily_Life,General_Interactions
9571,harry,B1,Daily_Life,General_Interactions
9572,harsh,B1,Daily_Life,General_Interactions
9573,hassle,B1,Daily_Life,General_Interactions
9574,hasten someone's death,B1,Health_Medicine,Healthcare_Hospital
9575,hasty,B1,Daily_Life,General_Interactions
9576,hatch,B1,Daily_Life,General_Interactions
9577,hated,B1,Psychology_Emotions,Feelings_Emotions
9578,haughty,B1,Daily_Life,General_Interactions
9579,haul,B1,Daily_Life,General_Interactions
9580,have (got) the chance,B1,Daily_Life,General_Interactions
9581,have a barbecue,B1,Daily_Life,General_Interactions
9582,have a change of heart,B1,Communication_Media_Arts,Arts_Creativity
9583,have a go at,B1,Daily_Life,General_Interactions
9584,have a knock-on effect,B1,Daily_Life,General_Interactions
9585,have a knock-oneffect,B1,Daily_Life,General_Interactions
9586,have a of heart change,B1,Communication_Media_Arts,Arts_Creativity
9587,have a quality,B1,Daily_Life,General_Interactions
9588,have a snack,B1,Daily_Life,General_Interactions
9589,have a specal charm,B1,Daily_Life,General_Interactions
9590,have a special charm,B1,Daily_Life,General_Interactions
9591,have a stopover,B1,Daily_Life,General_Interactions
9592,have a whale of a time,B1,Daily_Life,Time_Management
9593,have a word with,B1,Daily_Life,General_Interactions
9594,have absolutely no idea,B1,Daily_Life,General_Interactions
9595,have an attitude problem,B1,Psychology_Emotions,Behavior
9596,have an eye for,B1,Daily_Life,General_Interactions
9597,have an obligation,B1,Daily_Life,General_Interactions
9598,have an operation,B1,Daily_Life,General_Interactions
9599,have difficulties,B1,Daily_Life,General_Interactions
9600,have every confidence in,B1,Daily_Life,General_Interactions
9601,have got the chance,B1,Daily_Life,General_Interactions
9602,have no respect for,B1,Society_Law_Politics,Human_Rights
9603,have nothing to do with,B1,Daily_Life,General_Interactions
9604,have the backbone to,B1,Daily_Life,General_Interactions
9605,have the muscle to,B1,Daily_Life,General_Interactions
9606,haven,B1,Daily_Life,General_Interactions
9607,haven't a clue,B1,Daily_Life,General_Interactions
9608,haven't the foggiest idea,B1,Daily_Life,General_Interactions
9609,having,B1,Daily_Life,General_Interactions
9610,havoc,B1,Daily_Life,General_Interactions
9611,hazard,B1,Daily_Life,General_Interactions
9612,hazards,B1,Daily_Life,General_Interactions
9613,hazel,B1,Daily_Life,General_Interactions
9614,hazy memory,B1,Psychology_Emotions,Feelings_Emotions
9615,head,B1,Daily_Life,General_Interactions
9616,head a team,B1,Daily_Life,General_Interactions
9617,headache,B1,Daily_Life,General_Interactions
9618,headed,B1,Daily_Life,General_Interactions
9619,headlight,B1,Daily_Life,General_Interactions
9620,headline,B1,Daily_Life,General_Interactions
9621,headlong,B1,Daily_Life,General_Interactions
9622,headstrong,B1,Daily_Life,General_Interactions
9623,heal the rift,B1,Health_Medicine,Healthcare_Hospital
9624,healing,B1,Health_Medicine,Healthcare_Hospital
9625,health,B1,Health_Medicine,Healthcare_Hospital
9626,healthcare,B1,Society_Law_Politics,Public_Policies
9627,healthier,B1,Health_Medicine,Healthcare_Hospital
9628,healthy,B1,Health_Medicine,Healthcare_Hospital
9629,healthy competition,B1,Health_Medicine,Healthcare_Hospital
9630,heap praise on,B1,Technology_Digital,Artificial_Intelligence
9631,hear,B1,Daily_Life,General_Interactions
9632,hearing,B1,Daily_Life,General_Interactions
9633,heart,B1,Communication_Media_Arts,Arts_Creativity
9634,heart leaps,B1,Communication_Media_Arts,Arts_Creativity
9635,heart-to-heart chat,B1,Communication_Media_Arts,Speaking_Expressions
9636,hearty,B1,Communication_Media_Arts,Arts_Creativity
9637,heat,B1,Health_Medicine,Healthcare_Hospital
9638,heat book,B1,Health_Medicine,Healthcare_Hospital
9639,heat workload,B1,Business_Finance_Economy,Jobs_Careers
9640,heated,B1,Health_Medicine,Healthcare_Hospital
9641,heathen,B1,Health_Medicine,Healthcare_Hospital
9642,heating,B1,Health_Medicine,Healthcare_Hospital
9643,heavier,B1,Daily_Life,General_Interactions
9644,heavily,B1,Daily_Life,General_Interactions
9645,heavily influenced,B1,Daily_Life,General_Interactions
9646,heavy,B1,Daily_Life,General_Interactions
9647,heavy book,B1,Communication_Media_Arts,Speaking_Expressions
9648,heavy burden,B1,Daily_Life,General_Interactions
9649,heavy responsibility,B1,Daily_Life,General_Interactions
9650,heavy traffic,B1,Travel_Transportation,Road_Travel
9651,heavy workload,B1,Business_Finance_Economy,Jobs_Careers
9652,hectic pace of life,B1,Science_Nature,Biology_Life_Sciences
9653,hector,B1,Daily_Life,General_Interactions
9654,hedge,B1,Daily_Life,General_Interactions
9655,hedonism,B1,Daily_Life,General_Interactions
9656,heed,B1,Daily_Life,General_Interactions
9657,hefty,B1,Daily_Life,General_Interactions
9658,hegemony,B1,Daily_Life,General_Interactions
9659,heinous,B1,Daily_Life,General_Interactions
9660,heir,B1,Daily_Life,General_Interactions
9661,held,B1,Daily_Life,General_Interactions
9662,helicopter,B1,Daily_Life,General_Interactions
9663,help,B1,Daily_Life,General_Interactions
9664,helped,B1,Daily_Life,General_Interactions
9665,helpful,B1,Daily_Life,General_Interactions
9666,helping,B1,Daily_Life,General_Interactions
9667,herald,B1,Daily_Life,General_Interactions
9668,herbivorous,B1,Daily_Life,General_Interactions
9669,herd,B1,Daily_Life,General_Interactions
9670,herd of cattle,B1,Daily_Life,General_Interactions
9671,herd of elephants,B1,Daily_Life,General_Interactions
9672,herds,B1,Daily_Life,General_Interactions
9673,heresy,B1,Daily_Life,General_Interactions
9674,heritage,B1,Daily_Life,General_Interactions
9675,hermetic,B1,Daily_Life,General_Interactions
9676,hero,B1,Daily_Life,General_Interactions
9677,hesitate,B1,Daily_Life,General_Interactions
9678,heterodox,B1,Daily_Life,General_Interactions
9679,heterogeneous,B1,Science_Nature,Biology_Life_Sciences
9680,heuristic,B1,Daily_Life,General_Interactions
9681,hew,B1,Daily_Life,General_Interactions
9682,hiatus,B1,Daily_Life,General_Interactions
9683,hibernate,B1,Daily_Life,General_Interactions
9684,hibernation,B1,Daily_Life,General_Interactions
9685,hiccup,B1,Daily_Life,General_Interactions
9686,hidden,B1,Daily_Life,General_Interactions
9687,hide,B1,Daily_Life,General_Interactions
9688,hiding,B1,Daily_Life,General_Interactions
9689,high,B1,Daily_Life,General_Interactions
9690,high hopes,B1,Daily_Life,General_Interactions
9691,high percentage,B1,Daily_Life,General_Interactions
9692,high risk,B1,Business_Finance_Economy,Entrepreneurship
9693,high turnover of staff,B1,Daily_Life,General_Interactions
9694,high-,B1,Daily_Life,General_Interactions
9695,high-definition tv,B1,Communication_Media_Arts,Speaking_Expressions
9696,high-rise,B1,Daily_Life,General_Interactions
9697,high-street fashion,B1,Daily_Life,General_Interactions
9698,higher,B1,Daily_Life,General_Interactions
9699,highest,B1,Daily_Life,General_Interactions
9700,highlights,B1,Daily_Life,General_Interactions
9701,highly,B1,Daily_Life,General_Interactions
9702,highly recommend,B1,Daily_Life,General_Interactions
9703,highly speak very of,B1,Communication_Media_Arts,Speaking_Expressions
9704,highly valued,B1,Daily_Life,General_Interactions
9705,hike,B1,Daily_Life,General_Interactions
9706,hike in prices,B1,Business_Finance_Economy,Economy_Markets
9707,hiking,B1,Daily_Life,General_Interactions
9708,hilarity,B1,Daily_Life,General_Interactions
9709,hillside,B1,Health_Medicine,Healthcare_Hospital
9710,hilly,B1,Health_Medicine,Healthcare_Hospital
9711,himalayan,B1,Daily_Life,General_Interactions
9712,himself,B1,Psychology_Emotions,Feelings_Emotions
9713,hind,B1,Daily_Life,General_Interactions
9714,hinder,B1,Daily_Life,General_Interactions
9715,hinder progress,B1,Daily_Life,General_Interactions
9716,hindrance,B1,Daily_Life,General_Interactions
9717,hinge,B1,Daily_Life,General_Interactions
9718,hint,B1,Daily_Life,General_Interactions
9719,hinted,B1,Daily_Life,General_Interactions
9720,hints,B1,Daily_Life,General_Interactions
9721,hire,B1,Daily_Life,General_Interactions
9722,hired,B1,Daily_Life,General_Interactions
